Date,Day_of_Week,Month,Time,Source,Action,Entry_Price,Target_Price,Stop_Loss,Risk_Reward_Ratio,Profit_Target_Percentage,Market_Sentiment,Technical_Pattern,Support_Level,Resistance_Level,Expected_Movement,Sector_Insight,Nifty_Range
2025-07-30,Wednesday,July,9:00 AM - MARKET OPEN,India Today Business,SELL,26562.4,25541.52,27018.03,1:2.24,3.84%,BULLISH,Moving Average Crossover | Trend Change,25821,26962,DOWNSIDE: 171 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25821 - 26962
2025-07-31,Thursday,July,9:00 AM - MARKET OPEN,India Today Business,BUY,26936.8,27878.04,26507.07,1:2.19,3.49%,BULLISH,Golden Cross | Resistance at 27000,25922,26972,UPSIDE: 53 points,Q3 earnings season | Corporate profits robust,25922 - 26972
2025-08-01,Friday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,27465.2,28324.29,27072.88,1:2.19,3.13%,NEUTRAL/BULLISH,Support Breach | Watch 25800,25969,26933,UPSIDE: 132 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25969 - 26933
2025-08-04,Monday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,26672.6,27531.9,26263.08,1:2.1,3.22%,NEUTRAL,Bearish Divergence | Profit Taking,25907,26990,UPSIDE: 139 points,Energy stocks leading | Oil majors positive on crude rally,25907 - 26990
2025-08-05,Tuesday,August,9:00 AM - MARKET OPEN,India Today Business,SELL,26875.0,26092.05,27165.84,1:2.69,2.91%,BULLISH,Support Breach | Watch 25800,25970,26956,DOWNSIDE: 122 points,Q3 earnings season | Corporate profits robust,25970 - 26956
2025-08-06,Wednesday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,27387.4,28418.36,26903.39,1:2.13,3.76%,MODERATELY BULLISH,Higher High-Higher Low | Bull Run Continues,25867,26853,UPSIDE: 115 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25867 - 26853
2025-08-07,Thursday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,27437.8,28431.19,27097.83,1:2.92,3.62%,STRONG BULLISH,Higher High-Higher Low | Bull Run Continues,25825,26928,UPSIDE: 138 points,"Realty sector gaining traction | DLF, Oberoi up",25825 - 26928
2025-08-08,Friday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,27109.2,28211.89,26832.95,1:3.99,4.07%,STRONG BULLISH,RSI Overbought | Consolidation Zone,25961,26833,UPSIDE: 169 points,DII support strong | Domestic funds accumulating,25961 - 26833
2025-08-11,Monday,August,9:00 AM - MARKET OPEN,India Today Business,SELL,26944.6,26172.54,27302.39,1:2.16,2.87%,NEUTRAL/BULLISH,RSI Overbought | Consolidation Zone,25840,27000,DOWNSIDE: 100 points,Cement stocks stable | UltraTech holding ground,25840 - 27000
2025-08-12,Tuesday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,26687.0,27345.18,26182.12,1:1.3,2.47%,NEUTRAL/BULLISH,Bullish Engulfing | Support at 26000,25961,26941,UPSIDE: 146 points,FII flows remain positive | Foreign buying continues,25961 - 26941
2025-08-13,Wednesday,August,9:00 AM - MARKET OPEN,India Today Business,SELL,26754.4,25828.8,27170.56,1:2.22,3.46%,NEUTRAL/BULLISH,Support Breach | Watch 25800,25940,26833,DOWNSIDE: 198 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25940 - 26833
2025-08-14,Thursday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,27137.8,28090.46,26815.82,1:2.96,3.51%,MODERATELY BULLISH,Head & Shoulders | Downside Risk,25970,26963,UPSIDE: 181 points,Energy stocks leading | Oil majors positive on crude rally,25970 - 26963
2025-08-18,Monday,August,9:00 AM - MARKET OPEN,India Today Business,SELL,27358.2,26785.05,27707.13,1:1.64,2.09%,MODERATELY BULLISH,Golden Cross | Resistance at 27000,25916,26844,DOWNSIDE: 97 points,DII support strong | Domestic funds accumulating,25916 - 26844
2025-08-19,Tuesday,August,9:00 AM - MARKET OPEN,India Today Business,SELL,26853.6,25884.64,27238.57,1:2.52,3.61%,STRONG BULLISH,Head & Shoulders | Downside Risk,25971,26850,DOWNSIDE: 61 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25971 - 26850
2025-08-20,Wednesday,August,9:00 AM - MARKET OPEN,India Today Business,SELL,27246.0,26241.68,27694.8,1:2.24,3.69%,NEUTRAL/BULLISH,Bearish Divergence | Profit Taking,25993,26964,DOWNSIDE: 181 points,"FMCG holding support | ITC, HUL steady amid volatility",25993 - 26964
2025-08-21,Thursday,August,9:00 AM - MARKET OPEN,India Today Business,SELL,27060.4,25757.31,27401.64,1:3.82,4.82%,BULLISH,Support Breach | Watch 25800,25938,26971,DOWNSIDE: 145 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25938 - 26971
2025-08-22,Friday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,27431.8,28437.68,26903.88,1:1.91,3.67%,STRONG BULLISH,Golden Cross | Resistance at 27000,25955,26933,UPSIDE: 190 points,DII support strong | Domestic funds accumulating,25955 - 26933
2025-08-25,Monday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,27646.2,28458.38,27218.44,1:1.9,2.94%,NEUTRAL/BULLISH,Double Bottom | Reversal Expected,25816,26881,UPSIDE: 95 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25816 - 26881
2025-08-26,Tuesday,August,9:00 AM - MARKET OPEN,India Today Business,SELL,27472.6,26568.35,27906.75,1:2.08,3.29%,NEUTRAL/BULLISH,RSI Overbought | Consolidation Zone,25978,26987,DOWNSIDE: 93 points,Energy stocks leading | Oil majors positive on crude rally,25978 - 26987
2025-08-28,Thursday,August,9:00 AM - MARKET OPEN,India Today Business,SELL,27510.0,26772.89,27930.79,1:1.75,2.68%,BULLISH,Higher High-Higher Low | Bull Run Continues,25935,26819,DOWNSIDE: 128 points,FII flows remain positive | Foreign buying continues,25935 - 26819
2025-08-29,Friday,August,9:00 AM - MARKET OPEN,India Today Business,BUY,27530.4,28385.1,26997.1,1:1.6,3.1%,BULLISH,Bearish Divergence | Profit Taking,25996,26964,UPSIDE: 106 points,Telecom strength | Bharti Airtel gains on tariff hikes,25996 - 26964
2025-09-01,Monday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,26927.8,26174.68,27338.28,1:1.83,2.8%,NEUTRAL/BULLISH,Bollinger Bands Squeeze | Volatility Expected,25883,26820,DOWNSIDE: 180 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25883 - 26820
2025-09-02,Tuesday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,27004.2,25829.74,27464.04,1:2.55,4.35%,BULLISH,Support Breach | Watch 25800,25974,26916,DOWNSIDE: 160 points,Telecom strength | Bharti Airtel gains on tariff hikes,25974 - 26916
2025-09-03,Wednesday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,26721.6,27786.5,26328.41,1:2.71,3.99%,MODERATELY BULLISH,Bullish Engulfing | Support at 26000,25911,26863,UPSIDE: 74 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25911 - 26863
2025-09-04,Thursday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,26902.0,28123.83,26509.32,1:3.11,4.54%,MODERATELY BULLISH,Support Breach | Watch 25800,25817,26820,UPSIDE: 137 points,"FMCG holding support | ITC, HUL steady amid volatility",25817 - 26820
2025-09-05,Friday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,26996.4,25880.2,27438.32,1:2.53,4.13%,BULLISH,RSI Overbought | Consolidation Zone,25896,26951,DOWNSIDE: 62 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25896 - 26951
2025-09-08,Monday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,27721.8,29082.48,27196.79,1:2.59,4.91%,NEUTRAL/BULLISH,Triangle Breakout | Directional Move,25948,26944,UPSIDE: 138 points,Q3 earnings season | Corporate profits robust,25948 - 26944
2025-09-09,Tuesday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,27621.2,28824.4,27302.65,1:3.78,4.36%,BULLISH,Triangle Breakout | Directional Move,25936,26837,UPSIDE: 65 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25936 - 26837
2025-09-10,Wednesday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,27562.6,28135.33,27059.55,1:1.14,2.08%,NEUTRAL,Bullish Engulfing | Support at 26000,25884,26924,UPSIDE: 184 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25884 - 26924
2025-09-11,Thursday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,27469.0,26767.62,27893.03,1:1.65,2.55%,NEUTRAL,Double Bottom | Reversal Expected,25825,26940,DOWNSIDE: 196 points,DII support strong | Domestic funds accumulating,25825 - 26940
2025-09-12,Friday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,26863.4,27741.4,26575.37,1:3.05,3.27%,NEUTRAL/BULLISH,Bearish Divergence | Profit Taking,25876,26981,UPSIDE: 123 points,Cement stocks stable | UltraTech holding ground,25876 - 26981
2025-09-15,Monday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,27666.8,26895.36,28213.23,1:1.41,2.79%,NEUTRAL/BEARISH,Double Bottom | Reversal Expected,25809,26915,DOWNSIDE: 68 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25809 - 26915
2025-09-17,Wednesday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,26823.2,25952.67,27204.92,1:2.28,3.25%,NEUTRAL,Bollinger Bands Squeeze | Volatility Expected,25859,26828,DOWNSIDE: 184 points,"Realty sector gaining traction | DLF, Oberoi up",25859 - 26828
2025-09-18,Thursday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,27567.6,28826.8,27288.05,1:4.5,4.57%,BULLISH,Bollinger Bands Squeeze | Volatility Expected,25894,26810,UPSIDE: 184 points,"Chemical sector focus | Atul, Bayer gains on exports",25894 - 26810
2025-09-19,Friday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,27057.0,25769.33,27529.12,1:2.73,4.76%,BULLISH,RSI Overbought | Consolidation Zone,25972,26828,DOWNSIDE: 194 points,Cement stocks stable | UltraTech holding ground,25972 - 26828
2025-09-22,Monday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,27046.4,28046.22,26704.8,1:2.93,3.7%,BULLISH,Higher High-Higher Low | Bull Run Continues,25838,26931,UPSIDE: 145 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25838 - 26931
2025-09-23,Tuesday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,27031.8,25765.61,27369.55,1:3.75,4.68%,NEUTRAL/BULLISH,Double Bottom | Reversal Expected,25877,26823,DOWNSIDE: 156 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25877 - 26823
2025-09-24,Wednesday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,27497.2,28707.13,27113.43,1:3.15,4.4%,STRONG BULLISH,Moving Average Crossover | Trend Change,25925,26850,UPSIDE: 191 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25925 - 26850
2025-09-25,Thursday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,27368.6,28184.91,26827.61,1:1.51,2.98%,MODERATELY BULLISH,RSI Overbought | Consolidation Zone,25972,26800,UPSIDE: 145 points,DII support strong | Domestic funds accumulating,25972 - 26800
2025-09-26,Friday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,26975.0,25673.28,27343.87,1:3.53,4.83%,STRONG BULLISH,Support Breach | Watch 25800,25979,26907,DOWNSIDE: 61 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25979 - 26907
2025-09-29,Monday,September,9:00 AM - MARKET OPEN,India Today Business,BUY,27403.4,28061.78,27111.45,1:2.26,2.4%,NEUTRAL/BULLISH,Triangle Breakout | Directional Move,25961,26845,UPSIDE: 132 points,Q3 earnings season | Corporate profits robust,25961 - 26845
2025-09-30,Tuesday,September,9:00 AM - MARKET OPEN,India Today Business,SELL,27596.8,26566.22,28068.97,1:2.18,3.73%,STRONG BULLISH,Golden Cross | Resistance at 27000,25853,26926,DOWNSIDE: 66 points,Telecom strength | Bharti Airtel gains on tariff hikes,25853 - 26926
2025-10-01,Wednesday,October,9:00 AM - MARKET OPEN,India Today Business,SELL,27776.2,27202.06,28141.08,1:1.57,2.07%,NEUTRAL/BULLISH,Bollinger Bands Squeeze | Volatility Expected,25979,26839,DOWNSIDE: 140 points,"Chemical sector focus | Atul, Bayer gains on exports",25979 - 26839
2025-10-03,Friday,October,9:00 AM - MARKET OPEN,India Today Business,SELL,27771.6,26913.35,28159.48,1:2.21,3.09%,BULLISH,Bearish Divergence | Profit Taking,25997,26879,DOWNSIDE: 57 points,"Realty sector gaining traction | DLF, Oberoi up",25997 - 26879
2025-10-06,Monday,October,9:00 AM - MARKET OPEN,India Today Business,BUY,27842.0,28704.88,27554.19,1:3.0,3.1%,STRONG BULLISH,RSI Overbought | Consolidation Zone,25838,26987,UPSIDE: 152 points,Cement stocks stable | UltraTech holding ground,25838 - 26987
2025-10-07,Tuesday,October,9:00 AM - MARKET OPEN,India Today Business,SELL,27205.4,26044.48,27696.28,1:2.36,4.27%,NEUTRAL/BULLISH,Bollinger Bands Squeeze | Volatility Expected,25808,26941,DOWNSIDE: 53 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25808 - 26941
2025-10-08,Wednesday,October,9:00 AM - MARKET OPEN,India Today Business,SELL,27668.8,26440.08,28050.83,1:3.22,4.44%,MODERATELY BULLISH,Golden Cross | Resistance at 27000,25857,26944,DOWNSIDE: 131 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25857 - 26944
2025-10-09,Thursday,October,9:00 AM - MARKET OPEN,India Today Business,BUY,26893.2,28129.42,26599.44,1:4.21,4.6%,BULLISH,Bearish Divergence | Profit Taking,25818,26933,UPSIDE: 177 points,Telecom strength | Bharti Airtel gains on tariff hikes,25818 - 26933
2025-10-10,Friday,October,9:00 AM - MARKET OPEN,India Today Business,SELL,27106.6,26119.69,27596.39,1:2.01,3.64%,NEUTRAL/BULLISH,Triangle Breakout | Directional Move,25959,26889,DOWNSIDE: 125 points,"FMCG holding support | ITC, HUL steady amid volatility",25959 - 26889
2025-10-13,Monday,October,9:00 AM - MARKET OPEN,India Today Business,BUY,27568.0,28130.6,27051.01,1:1.09,2.04%,NEUTRAL,Bearish Divergence | Profit Taking,25988,26853,UPSIDE: 172 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25988 - 26853
2025-10-14,Tuesday,October,9:00 AM - MARKET OPEN,India Today Business,SELL,27287.4,26405.35,27752.3,1:1.9,3.23%,BULLISH,Support Breach | Watch 25800,25904,26899,DOWNSIDE: 108 points,"FMCG holding support | ITC, HUL steady amid volatility",25904 - 26899
2025-10-15,Wednesday,October,9:00 AM - MARKET OPEN,India Today Business,BUY,27270.8,28224.26,26871.05,1:2.39,3.5%,MODERATELY BULLISH,Triangle Breakout | Directional Move,25982,26986,UPSIDE: 146 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25982 - 26986
2025-10-16,Thursday,October,9:00 AM - MARKET OPEN,India Today Business,SELL,27372.2,26537.26,27653.51,1:2.97,3.05%,MODERATELY BULLISH,Triangle Breakout | Directional Move,25952,26915,DOWNSIDE: 190 points,Energy stocks leading | Oil majors positive on crude rally,25952 - 26915
2025-10-17,Friday,October,9:00 AM - MARKET OPEN,India Today Business,BUY,27035.6,27857.71,26686.9,1:2.36,3.04%,NEUTRAL/BULLISH,Higher High-Higher Low | Bull Run Continues,25843,26970,UPSIDE: 137 points,Energy stocks leading | Oil majors positive on crude rally,25843 - 26970
2025-10-20,Monday,October,9:00 AM - MARKET OPEN,India Today Business,SELL,27792.0,26655.18,28298.86,1:2.24,4.09%,STRONG BULLISH,Breakout above 26500 | Momentum Building,25934,26874,DOWNSIDE: 175 points,Telecom strength | Bharti Airtel gains on tariff hikes,25934 - 26874
2025-10-21,Tuesday,October,9:00 AM - MARKET OPEN,India Today Business,BUY,27046.4,28248.7,26692.33,1:3.4,4.45%,NEUTRAL/BULLISH,Double Bottom | Reversal Expected,25904,26888,UPSIDE: 101 points,Energy stocks leading | Oil majors positive on crude rally,25904 - 26888
2025-10-22,Wednesday,October,9:00 AM - MARKET OPEN,India Today Business,BUY,27148.8,27853.65,26869.59,1:2.52,2.6%,BULLISH,RSI Overbought | Consolidation Zone,25937,26940,UPSIDE: 144 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25937 - 26940
2025-10-23,Thursday,October,9:00 AM - MARKET OPEN,India Today Business,SELL,27139.2,26107.21,27643.36,1:2.05,3.8%,NEUTRAL,Moving Average Crossover | Trend Change,25998,26822,DOWNSIDE: 157 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25998 - 26822
2025-10-24,Friday,October,9:00 AM - MARKET OPEN,India Today Business,BUY,27819.6,29178.52,27447.73,1:3.65,4.88%,STRONG BULLISH,Head & Shoulders | Downside Risk,25801,26820,UPSIDE: 131 points,Telecom strength | Bharti Airtel gains on tariff hikes,25801 - 26820
2025-10-27,Monday,October,9:00 AM - MARKET OPEN,India Today Business,BUY,27851.0,28436.97,27444.97,1:1.44,2.1%,NEUTRAL/BULLISH,Head & Shoulders | Downside Risk,25853,26967,UPSIDE: 174 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25853 - 26967
2025-10-28,Tuesday,October,9:00 AM - MARKET OPEN,India Today Business,BUY,27463.4,28719.68,26985.42,1:2.63,4.57%,BULLISH,Bollinger Bands Squeeze | Volatility Expected,25822,26819,UPSIDE: 122 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25822 - 26819
2025-10-29,Wednesday,October,9:00 AM - MARKET OPEN,India Today Business,SELL,27405.8,26695.87,27905.63,1:1.42,2.59%,NEUTRAL,Support Breach | Watch 25800,25984,26877,DOWNSIDE: 138 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25984 - 26877
2025-10-30,Thursday,October,9:00 AM - MARKET OPEN,India Today Business,SELL,27047.2,26251.78,27525.04,1:1.66,2.94%,MODERATELY BULLISH,Head & Shoulders | Downside Risk,25884,26970,DOWNSIDE: 81 points,"FMCG holding support | ITC, HUL steady amid volatility",25884 - 26970
2025-11-03,Monday,November,9:00 AM - MARKET OPEN,India Today Business,BUY,27663.6,28342.99,27386.29,1:2.45,2.46%,STRONG BULLISH,Breakout above 26500 | Momentum Building,25817,26828,UPSIDE: 95 points,DII support strong | Domestic funds accumulating,25817 - 26828
2025-11-04,Tuesday,November,9:00 AM - MARKET OPEN,India Today Business,SELL,27724.0,26969.43,28151.37,1:1.77,2.72%,NEUTRAL/BULLISH,Bearish Divergence | Profit Taking,25938,26977,DOWNSIDE: 117 points,Cement stocks stable | UltraTech holding ground,25938 - 26977
2025-11-05,Wednesday,November,9:00 AM - MARKET OPEN,India Today Business,BUY,27110.4,28198.17,26622.93,1:2.23,4.01%,NEUTRAL/BULLISH,Golden Cross | Resistance at 27000,25897,26907,UPSIDE: 92 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25897 - 26907
2025-11-06,Thursday,November,9:00 AM - MARKET OPEN,India Today Business,SELL,27006.8,25908.05,27307.29,1:3.66,4.07%,NEUTRAL/BULLISH,Triangle Breakout | Directional Move,25964,26911,DOWNSIDE: 88 points,"FMCG holding support | ITC, HUL steady amid volatility",25964 - 26911
2025-11-07,Friday,November,9:00 AM - MARKET OPEN,India Today Business,SELL,27785.2,26999.8,28081.5,1:2.65,2.83%,MODERATELY BULLISH,Bearish Divergence | Profit Taking,25991,26944,DOWNSIDE: 102 points,Energy stocks leading | Oil majors positive on crude rally,25991 - 26944
2025-11-10,Monday,November,9:00 AM - MARKET OPEN,India Today Business,BUY,27762.6,29001.72,27244.71,1:2.39,4.46%,MODERATELY BULLISH,Double Bottom | Reversal Expected,25930,26808,UPSIDE: 121 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25930 - 26808
2025-11-11,Tuesday,November,9:00 AM - MARKET OPEN,India Today Business,BUY,27552.0,28521.02,27102.02,1:2.15,3.52%,BULLISH,Bullish Engulfing | Support at 26000,25976,26933,UPSIDE: 73 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25976 - 26933
2025-11-12,Wednesday,November,9:00 AM - MARKET OPEN,India Today Business,SELL,27724.4,26813.87,28036.66,1:2.92,3.28%,MODERATELY BULLISH,Head & Shoulders | Downside Risk,25954,26942,DOWNSIDE: 171 points,"Chemical sector focus | Atul, Bayer gains on exports",25954 - 26942
2025-11-13,Thursday,November,9:00 AM - MARKET OPEN,India Today Business,BUY,27809.8,28641.82,27510.02,1:2.78,2.99%,NEUTRAL/BULLISH,Double Bottom | Reversal Expected,25971,26814,UPSIDE: 113 points,"Chemical sector focus | Atul, Bayer gains on exports",25971 - 26814
2025-11-14,Friday,November,9:00 AM - MARKET OPEN,India Today Business,BUY,27791.2,28360.88,27351.76,1:1.3,2.05%,NEUTRAL/BULLISH,Bollinger Bands Squeeze | Volatility Expected,25936,26881,UPSIDE: 104 points,Cement stocks stable | UltraTech holding ground,25936 - 26881
2025-11-17,Monday,November,9:00 AM - MARKET OPEN,India Today Business,SELL,27226.6,26536.26,27708.55,1:1.43,2.54%,BULLISH,Moving Average Crossover | Trend Change,25864,26931,DOWNSIDE: 111 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25864 - 26931
2025-11-18,Tuesday,November,9:00 AM - MARKET OPEN,India Today Business,SELL,27942.0,27347.93,28352.69,1:1.45,2.13%,BULLISH,Triangle Breakout | Directional Move,25820,26905,DOWNSIDE: 129 points,Q3 earnings season | Corporate profits robust,25820 - 26905
2025-11-19,Wednesday,November,9:00 AM - MARKET OPEN,India Today Business,BUY,27151.4,27895.02,26620.57,1:1.4,2.74%,NEUTRAL,Breakout above 26500 | Momentum Building,25939,26881,UPSIDE: 116 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25939 - 26881
2025-11-20,Thursday,November,9:00 AM - MARKET OPEN,India Today Business,SELL,27714.8,26825.17,28231.42,1:1.72,3.21%,NEUTRAL/BULLISH,Head & Shoulders | Downside Risk,25875,26841,DOWNSIDE: 108 points,FII flows remain positive | Foreign buying continues,25875 - 26841
2025-11-21,Friday,November,9:00 AM - MARKET OPEN,India Today Business,SELL,27440.2,26639.79,27986.89,1:1.46,2.92%,NEUTRAL/BULLISH,RSI Overbought | Consolidation Zone,25948,26966,DOWNSIDE: 96 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25948 - 26966
2025-11-24,Monday,November,9:00 AM - MARKET OPEN,India Today Business,SELL,27331.6,26193.89,27617.29,1:3.98,4.16%,STRONG BULLISH,Support Breach | Watch 25800,25800,26910,DOWNSIDE: 161 points,DII support strong | Domestic funds accumulating,25800 - 26910
2025-11-25,Tuesday,November,9:00 AM - MARKET OPEN,India Today Business,BUY,27602.0,28707.69,27274.35,1:3.37,4.01%,STRONG BULLISH,Bearish Divergence | Profit Taking,25972,26818,UPSIDE: 74 points,FII flows remain positive | Foreign buying continues,25972 - 26818
2025-11-26,Wednesday,November,9:00 AM - MARKET OPEN,India Today Business,SELL,27345.4,26056.97,27695.04,1:3.69,4.71%,BULLISH,Golden Cross | Resistance at 27000,25809,26903,DOWNSIDE: 115 points,Energy stocks leading | Oil majors positive on crude rally,25809 - 26903
2025-11-27,Thursday,November,9:00 AM - MARKET OPEN,India Today Business,SELL,27282.8,26706.11,27810.21,1:1.09,2.11%,NEUTRAL/BEARISH,Golden Cross | Resistance at 27000,25994,26808,DOWNSIDE: 97 points,Q3 earnings season | Corporate profits robust,25994 - 26808
2025-11-28,Friday,November,9:00 AM - MARKET OPEN,India Today Business,SELL,27573.2,26766.47,28008.02,1:1.86,2.93%,NEUTRAL/BULLISH,Breakout above 26500 | Momentum Building,25828,26823,DOWNSIDE: 81 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25828 - 26823
2025-12-01,Monday,December,9:00 AM - MARKET OPEN,India Today Business,BUY,28074.6,28982.88,27712.53,1:2.51,3.24%,STRONG BULLISH,Moving Average Crossover | Trend Change,25992,26919,UPSIDE: 69 points,"FMCG holding support | ITC, HUL steady amid volatility",25992 - 26919
